Site,Plot,Subplot,GenusSpecies,CoverPerc,Family,Genus,Species
West Biscayne,Center,31.1.1,chio.alb,1,,,
West Biscayne,Center,31.1.1,pter.aqu,10,,,
West Biscayne,Center,31.1.10,call.ame,,,,
West Biscayne,Center,31.1.10,rhus.cop,,,,
West Biscayne,Center,31.1.10,sere.rep,,,,
West Biscayne,Center,31.1.10,mico.bic,,,,
West Biscayne,Center,31.1.10,lant.sp.,,,(str/dep),
West Biscayne,Center,31.1.10,meto.tox,,,,
West Biscayne,Center,31.1.10,trag.sax,,,,
West Biscayne,Center,31.1.10,gali.ber,,,,
West Biscayne,Center,31.1.10,crot.sp.,,,(pal/spe),
West Biscayne,Center,31.1.10,viti.rot,,,,
West Biscayne,Center,31.1.10,fore.seg,,,,
West Biscayne,Center,31.1.10,andr.glo,,,,
West Biscayne,Center,31.1.10,berl.sub,,,,
West Biscayne,Center,31.1.10,schi.ter,,,,
West Biscayne,Center,31.1.10,dich.aci,,,,
West Biscayne,Center,31.1.10,phyl.pen,,,,
West Biscayne,Center,31.1.10,schi.fras,,,,
West Biscayne,Center,31.4.1,pinu.ell,5,,,
West Biscayne,Center,31.4.1,sere.rep,30,,,
West Biscayne,Center,31.4.1,meto.tox,10,,,
West Biscayne,Center,31.4.1,trag.sax,1,,,
West Biscayne,Center,31.4.1,phyl.pen,1,,,
West Biscayne,Center,31.4.1,chio.pin,5,,,
West Biscayne,Center,31.4.1,jasm.dic,1,,,
West Biscayne,Center,31.4.10,saba.pal,,,,
West Biscayne,Center,31.4.10,mico.bic,,,,
West Biscayne,Center,31.4.10,koan.vil,,,,
West Biscayne,Center,31.4.10,fore.seg,,,,
West Biscayne,Center,31.4.10,dysc.ang,,,,
West Biscayne,Center,31.4.10,scle.cil,,,,
West Biscayne,Center,31.4.10,cham.dee,,,,
West Biscayne,Center,31.4.10,cass.fil,,,,
West Biscayne,Center,31.4.10,meal.par,,,,
West Biscayne,Center,31.4.10,crot.lin,,,,
West Biscayne,Center,31.4.10,pter.aqu,,,,
West Biscayne,Center,31.4.10,pasp.cae,,,,
West Biscayne,Center,31.4.10,viti.rot,,,,
West Biscayne,Center,31.4.10,eust.pet,,,,
West Biscayne,Center,31.4.10,acal.cha,,,,
West Biscayne,Center,31.4.10,pity.gra,,,,
West Biscayne,Center,31.4.10,rhyn.flo,,,,
West Biscayne,Center,31.4.10,rhyn.ren,,,,
West Biscayne,Center,31.4.10,zami.int,,,,
West Biscayne,Center,31.4.10,sach.pol,,,,
West Biscayne,Center,31.4.10,call.ame,,,,
West Biscayne,Center,31.4.10,phys.wal,,,,
West Biscayne,Center,31.4.10,lant.sp.,,,(str/dep),
West Biscayne,Center,31.4.10,cent.vir,,,,
West Biscayne,Center,31.4.10,piri.cis,,,,
West Biscayne,Center,31.4.10,schi.san,,,,
West Biscayne,Center,31.4.10,pass.sub,,,,
West Biscayne,Center,31.4.10,gali.ber,,,,
West Biscayne,Center,31.4.10,mori.roy,,,,
West Biscayne,Center,31.4.10,schi.gra,,,,
West Biscayne,Center,31.4.10,dich.aci,,,,
West Biscayne,Center,31.4.10,dich.ova,,,,
West Biscayne,Center,31.4.10,ayen.eup,,,,
West Biscayne,Center,31.4.10,phle.aur,,,,
West Biscayne,Center,31.4.10,ardi.esc,,,,
West Biscayne,Center,31.4.10,part.qui,,,,
West Biscayne,Center,31.4.10,desm.inc,,,,
West Biscayne,Center,31.4.10,guet.sca,,,,
West Biscayne,Center,31.4.10,lant.inv,,,,
West Biscayne,Center,31.4.10,chap.alb,,,,
West Biscayne,Center,31_100,dysc.ang,,,,
West Biscayne,Center,31_100,sorg.sec,,,,
West Biscayne,Center,31_100,crot.rot,,,,
West Biscayne,Center,31_100,cham.nic,,,,
West Biscayne,Center,31_100,sach.pol,,,,
West Biscayne,Center,31_100,rhyn.gra,,,,
West Biscayne,Center,31_100,pasp.blo,,,,
West Biscayne,Center,31_100,cent.vir,,,,
West Biscayne,Center,31_100,desm.lin,,,,
West Biscayne,Center,31_100,smil.aur,,,,
West Biscayne,Center,31_100,toxi.rad,,,,
West Biscayne,Center,31_100,berl.sub,,,,
West Biscayne,Center,31_100,chro.odo,,,,
West Biscayne,Center,31_100,agal.fac,,,,
West Biscayne,Center,31_100,euph.pin,,,,
West Biscayne,Center,31_100,gali.ber,,,,
West Biscayne,Center,31_100,bide.alb,,,,
West Biscayne,Center,31_100,ruel.suc,,,,
West Biscayne,Center,31_100,euph.cya,,,,
West Biscayne,Center,31_100,lant.dep,,,,
West Biscayne,Center,31_100,symp.adn,,,,
West Biscayne,Center,31_100,mori.roy,,,,
West Biscayne,Center,31_100,evol.ser,,,,
West Biscayne,Center,31_100,soli.odo,,,,
West Biscayne,Center,31_100,unkn.mono,,,(irid),
West Biscayne,Center,32.2.1,rhus.cop,5,,,
West Biscayne,Center,32.2.1,bide.alb,5,,,
West Biscayne,Center,32.2.1,rhyn.flo,1,,,
West Biscayne,Center,32.2.1,dysc.ang,1,,,
West Biscayne,Center,32.2.1,rhyn.ren,1,,,
West Biscayne,Center,32.2.1,symp.adn,1,,,
West Biscayne,Center,32.2.1,rand.acu,1,,,
West Biscayne,Center,32.2.1,cent.vir,1,,,
West Biscayne,Center,32.2.1,ayen.eup,1,,,
West Biscayne,Center,32.2.1,meto.tox,5,,,
West Biscayne,Center,32.2.1,sorg.sec,1,,,
West Biscayne,Center,32.2.1,pasp.cae,10,,,
West Biscayne,Center,32.2.1,sere.rep,1,,,
West Biscayne,Center,32.2.1,andr.sp.,15,,,
West Biscayne,Center,32.2.1,saba.pal,1,,,
West Biscayne,Center,32.2.1,chap.alb,1,,,
West Biscayne,Center,32.2.1,chio.pin,1,,,
West Biscayne,Center,32.2.1,cass.fil,1,,,
West Biscayne,Center,32.2.1,trag.sax,1,,,
West Biscayne,Center,32.2.1,sach.bah,1,,,
West Biscayne,Center,32.2.1,aris.pur,1,,,
West Biscayne,Center,32.2.1,euph.pin,1,,,
West Biscayne,Center,32.2.1,dich.aci,1,,,
West Biscayne,Center,32.2.1,lant.inv,1,,,
West Biscayne,Center,32.2.1,phyl.pen,1,,,
West Biscayne,Center,32.2.1,pinu.ell,1,,,
West Biscayne,Center,32.2.1,lait.gra,1,,,
West Biscayne,Center,32.2.10,cham.nic,,,,
West Biscayne,Center,32.2.10,berl.sub,,,,
West Biscayne,Center,32.2.10,mico.bic,,,,
West Biscayne,Center,32.2.10,fore.seg,,,,
West Biscayne,Center,32.2.10,viti.rot,,,,
West Biscayne,Center,32.2.10,cham.dee,,,,
West Biscayne,Center,32.2.10,zami.int,,,,
West Biscayne,Center,32.2.10,mela.par,,,,
West Biscayne,Center,32.2.10,ipom.ten,,,,
West Biscayne,Center,32.2.10,gali.ber,,,,
West Biscayne,Center,32.2.10,euph.cya,,,,
West Biscayne,Center,32.2.10,quer.vir,,,,
West Biscayne,Center,32.2.10,pass.sub,,,,
West Biscayne,Center,32.2.10,andr.glo,,,,
West Biscayne,Center,32.2.10,cocc.arg,,,,
West Biscayne,Center,32.2.10,koan.vil,,,,
West Biscayne,Center,32.2.10,pter.aqu,,,,
West Biscayne,Center,32.2.10,acal.cha,,,,
West Biscayne,Center,32.2.10,agal.fac,,,,
West Biscayne,Center,32.2.10,chro.odo,,,,
West Biscayne,Center,32.2.10,crot.lin,,,,
West Biscayne,Center,32.2.10,soli.odo,,,,
West Biscayne,Center,32.4.1,andr.glo,5,,,
West Biscayne,Center,32.4.1,sere.rep,5,,,
West Biscayne,Center,32.4.1,chio.pin,10,,,
West Biscayne,Center,32.4.1,koan.vil,10,,,
West Biscayne,Center,32.4.1,sach.pol,5,,,
West Biscayne,Center,32.4.1,rhyn.ren,5,,,
West Biscayne,Center,32.4.1,schi.san,1,,,
West Biscayne,Center,32.4.1,dich.aci,1,,,
West Biscayne,Center,32.4.1,pasp.blo,1,,,
West Biscayne,Center,32.4.1,rhyn.flo,1,,,
West Biscayne,Center,32.4.1,phyl.pen,1,,,
West Biscayne,Center,32.4.1,cass.fil,1,,,
West Biscayne,Center,32.4.1,jacq.cur,1,,,
West Biscayne,Center,32.4.1,piri.cis,1,,,
West Biscayne,Center,32.4.1,liat.sp.,1,,,
West Biscayne,Center,32.4.1,acal.cha,1,,,
West Biscayne,Center,32.4.1,mela.par,1,,,
West Biscayne,Center,32.4.1,chap.alb,1,,,
West Biscayne,Center,32.4.1,pass.sub,1,,,
West Biscayne,Center,32.4.1,trag.sax,1,,,
West Biscayne,Center,32.4.1,berl.sub,1,,,
West Biscayne,Center,32.4.1,soli.odo,1,,,
West Biscayne,Center,32.4.1,symp.adn,1,,,
West Biscayne,Center,32.4.10,evol.ser,,,,
West Biscayne,Center,32.4.10,sorg.sec,,,,
West Biscayne,Center,32.4.10,dysc.ang,,,,
West Biscayne,Center,32.4.10,quer.vir,,,,
West Biscayne,Center,32.4.10,cent.vir,,,,
West Biscayne,Center,32.4.10,lant.inv,,,,
West Biscayne,Center,32.4.10,meto.tox,,,,
West Biscayne,Center,32.4.10,agal.fac,,,,
West Biscayne,Center,32.4.10,ayen.eup,,,,
West Biscayne,Center,32.4.10,meta.blo,,,,
West Biscayne,Center,32.4.10,fore.seg,,,,
West Biscayne,Center,32.4.10,euph.pin,,,,
West Biscayne,Center,32.4.10,hier.meg,,,,
West Biscayne,Center,32.4.10,phys.wal,,,,
West Biscayne,Center,32.4.10,call.ame,,,,
West Biscayne,Center,32.4.10,vern.blo,,,,
West Biscayne,Center,32.4.10,mico.bic,,,,
West Biscayne,Center,32.4.10,crot.pum,,,,
West Biscayne,Center,32.4.10,cocc.arg,,,,
West Biscayne,Center,32_100,pinu.ell,,,,
West Biscayne,Center,32_100,smil.aur,,,,
West Biscayne,Center,32_100,lant.str,,,,
West Biscayne,Center,32_100,cros.ili,,,,
West Biscayne,Center,32_100,pter.aqu,,,,
West Biscayne,Center,32_100,guet.sca,,,,
West Biscayne,Center,32_100,schi.gra,,,,
West Biscayne,Center,32_100,chio.alb,,,,
West Biscayne,Center,32_100,bric.mos,,,,
West Biscayne,Center,32_100,jasm.dic,,,,
West Biscayne,Center,32_100,desm.inc,,,,
West Biscayne,Center,32_100,mori.roy,,,,
West Biscayne,Center,40.1.1,meto.tox,10,,,
West Biscayne,Center,40.1.1,sere.rep,5,,,
West Biscayne,Center,40.1.1,pter.aqu,10,,,
West Biscayne,Center,40.1.1,lant.dep,1,,,
West Biscayne,Center,40.1.1,trag.sax,1,,,
West Biscayne,Center,40.1.1,phys.wal,1,,,
West Biscayne,Center,40.1.1,gali.ber,1,,,
West Biscayne,Center,40.1.1,chio.pin,1,,,
West Biscayne,Center,40.1.1,rhyn.ren,1,,,
West Biscayne,Center,40.1.1,acal.cha,1,,,
West Biscayne,Center,40.1.1,pasp.sp.,1,,(blo/cae),
West Biscayne,Center,40.1.1,phyl.pen,1,,,
West Biscayne,Center,40.1.1,desm.sp.,1,,(inc/lin),
West Biscayne,Center,40.1.1,rhus.cop,1,,,
West Biscayne,Center,40.1.10,pass.sub,,,,
West Biscayne,Center,40.1.10,koan.vil,,,,
West Biscayne,Center,40.1.10,saba.pal,,,,
West Biscayne,Center,40.1.10,bide.alb,,,,
West Biscayne,Center,40.1.10,toxi.rad,,,,
West Biscayne,Center,40.1.10,jasm.dic,,,,
West Biscayne,Center,40.1.10,berl.sub,,,,
West Biscayne,Center,40.1.10,fore.seg,,,,
West Biscayne,Center,40.1.10,call.ame,,,,
West Biscayne,Center,40.1.10,chro.odo,,,,
West Biscayne,Center,40.1.10,ayen.eup,,,,
West Biscayne,Center,40.1.10,dich.ova,,,,
West Biscayne,Center,40.1.10,andr.sp.,,,,
West Biscayne,Center,40.1.10,symp.adn,,,,
West Biscayne,Center,40.1.10,gala.sp.,,,,
West Biscayne,Center,40.1.10,crot.rot,,,,
West Biscayne,Center,40.1.10,sach.pol,,,,
West Biscayne,Center,40.1.10,pasp.cae,,,,
West Biscayne,Center,40.1.10,hier.meg,,,,
West Biscayne,Center,40.1.10,cent.vir,,,,
West Biscayne,Center,40.1.10,chap.alb,,,,
West Biscayne,Center,40.1.10,side.sal,,,,
West Biscayne,Center,40.1.10,rhyn.flo,,,,
West Biscayne,Center,40.1.10,cros.ili,,,,
West Biscayne,Center,40.1.10,euph.cya,,,,
West Biscayne,Center,40.1.10,schi.san,,,,
West Biscayne,Center,40.1.10,schi.gra,,,,
West Biscayne,Center,40.1.10,cass.fil,,,,
West Biscayne,Center,40.1.10,mela.par,,,,
West Biscayne,Center,40.1.10,sorg.sec,,,,
West Biscayne,Center,40.3.1,rhus.cop,1,,,
West Biscayne,Center,40.3.1,mori.roy,5,,,
West Biscayne,Center,40.3.1,rhyn.flo,1,,,
West Biscayne,Center,40.3.1,pasp.cae,10,,,
West Biscayne,Center,40.3.1,agal.fac,1,,,
West Biscayne,Center,40.3.1,phyl.pen,1,,,
West Biscayne,Center,40.3.1,gali.ber,1,,,
West Biscayne,Center,40.3.1,rhyn.ren,1,,,
West Biscayne,Center,40.3.1,fore.seg,5,,,
West Biscayne,Center,40.3.1,hier.meg,1,,,
West Biscayne,Center,40.3.1,koan.vil,1,,,
West Biscayne,Center,40.3.1,dysc.ang,1,,,
West Biscayne,Center,40.3.1,sach.pol,1,,,
West Biscayne,Center,40.3.1,ayen.eup,1,,,
West Biscayne,Center,40.3.1,chio.pin,1,,,
West Biscayne,Center,40.3.1,chap.alb,1,,,
West Biscayne,Center,40.3.1,trag.sax,1,,,
West Biscayne,Center,40.3.1,symp.adn,1,,,
West Biscayne,Center,40.3.1,cham.dee,1,,,
West Biscayne,Center,40.3.1,meto.tox,1,,,
West Biscayne,Center,40.3.1,desm.lin,1,,,
West Biscayne,Center,40.3.1,mela.niv,1,,,
West Biscayne,Center,40.3.1,pinu.ell,1,,,
West Biscayne,Center,40.3.1,acal.cha,1,,,
West Biscayne,Center,40.3.1,andr.sp.,1,,,
West Biscayne,Center,40.3.1,sida.rho,1,,,
West Biscayne,Center,40.3.10,saba.pal,,,,
West Biscayne,Center,40.3.10,sere.rep,,,,
West Biscayne,Center,40.3.10,bide.alb,,,,
West Biscayne,Center,40.3.10,soli.odo,,,,
West Biscayne,Center,40.3.10,cocc.arg,,,,
West Biscayne,Center,40.3.10,smil.aur,,,,
West Biscayne,Center,40.3.10,desm.inc,,,,
West Biscayne,Center,40.3.10,lant.str,,,,
West Biscayne,Center,40.3.10,mico.bic,,,,
West Biscayne,Center,40.3.10,sorg.sec,,,,
West Biscayne,Center,40.3.10,lant.inv,,,,
West Biscayne,Center,40.3.10,liat.ten,,,,
West Biscayne,Center,40.3.10,acal.cha,,,,
West Biscayne,Center,40.3.10,cass.fil,,,,
West Biscayne,Center,40.3.10,chro.odo,,,,
West Biscayne,Center,40.3.10,phys.wal,,,,
West Biscayne,Center,40.3.10,cros.ili,,,,
West Biscayne,Center,40.3.10,schi.san,,,,
West Biscayne,Center,40.3.10,trem.mic,,,,
West Biscayne,Center,40.3.10,crot.pum,,,,
West Biscayne,Center,40.3.10,pasp.blo,,,,
West Biscayne,Center,40.3.10,berl.sub,,,,
West Biscayne,Center,40.3.10,liat.sp.,,,(gra),
West Biscayne,Center,40_100,cham.nic,,,,
West Biscayne,Center,40_100,dich.aci,,,,
West Biscayne,Center,40_100,cris.hor,,,,
West Biscayne,Center,40_100,cent.vir,,,,
West Biscayne,Center,40_100,jacq.cur,,,,
West Biscayne,Center,40_100,eust.pet,,,,
West Biscayne,Center,40_100,dich.ova,,,,
West Biscayne,Center,40_100,zami.int,,,,
West Biscayne,Center,40_100,myrs.cub,,,,
West Biscayne,Center,41.1.1,sere.rep,40,,,
West Biscayne,Center,41.1.1,pter.aqu,15,,,
West Biscayne,Center,41.1.1,koan.vil,5,,,
West Biscayne,Center,41.1.1,albi.leb,1,,,
West Biscayne,Center,41.1.1,meto.tox,1,,,
West Biscayne,Center,41.1.1,trag.sax,1,,,
West Biscayne,Center,41.1.1,chio.pin,1,,,
West Biscayne,Center,41.1.1,acal.cha,1,,,
West Biscayne,Center,41.1.1,cass.fil,1,,,
West Biscayne,Center,41.1.1,phyl.pen,1,,,
West Biscayne,Center,41.1.10,call.ame,,,,
West Biscayne,Center,41.1.10,rhus.cop,,,,
West Biscayne,Center,41.1.10,crot.pum,,,,
West Biscayne,Center,41.1.10,rhyn.ren,,,,
West Biscayne,Center,41.1.10,gali.ber,,,,
West Biscayne,Center,41.1.10,bide.alb,,,,
West Biscayne,Center,41.1.10,bric.mos,,,,
West Biscayne,Center,41.1.10,sach.pal,,,,
West Biscayne,Center,41.1.10,cham.nic,,,,
West Biscayne,Center,41.1.10,fore.seg,,,,
West Biscayne,Center,41.1.10,andr.gal,,,,
West Biscayne,Center,41.1.10,pass.sub,,,,
West Biscayne,Center,41.1.10,vern.blo,,,,
West Biscayne,Center,41.1.10,soli.odo,,,,
West Biscayne,Center,41.1.10,jasm.dic,,,,
West Biscayne,Center,41.1.10,zami.int,,,,
West Biscayne,Center,41.1.10,lant.dep,,,,
West Biscayne,Center,41.1.10,sorg.sec,,,,
West Biscayne,Center,41.1.10,dysc.ang,,,,
West Biscayne,Center,41.1.10,symp.adn,,,,
West Biscayne,Center,41.1.10,cent.vir,,,,
West Biscayne,Center,41.1.10,chap.alb,,,,
West Biscayne,Center,41.1.10,smil.aur,,,,
West Biscayne,Center,41.1.10,dich.aci,,,,
West Biscayne,Center,41.4.1,rhyn.ren,5,,,
West Biscayne,Center,41.4.1,chio.pin,20,,,
West Biscayne,Center,41.4.1,trag.sax,1,,,
West Biscayne,Center,41.4.1,dysc.ang,1,,,
West Biscayne,Center,41.4.1,phyl.pen,1,,,
West Biscayne,Center,41.4.1,cent.vir,1,,,
West Biscayne,Center,41.4.1,liat.gra,1,,,
West Biscayne,Center,41.4.1,schi.san,5,,,
West Biscayne,Center,41.4.1,cass.fil,5,,,
West Biscayne,Center,41.4.1,agal.fac,1,,,
West Biscayne,Center,41.4.1,pasp.cae,5,,,
West Biscayne,Center,41.4.1,crot.pum,1,,,
West Biscayne,Center,41.4.1,acal.cha,1,,,
West Biscayne,Center,41.4.1,hier.meg,1,,,
West Biscayne,Center,41.4.1,pinu.ell,1,,,
West Biscayne,Center,41.4.1,abil.ova,1,,,
West Biscayne,Center,41.4.1,sorg.sec,1,,,
West Biscayne,Center,41.4.1,symp.adn,1,,,
West Biscayne,Center,41.4.10,sere.rep,,,,
West Biscayne,Center,41.4.10,meto.tox,,,,
West Biscayne,Center,41.4.10,lant.inv,,,,
West Biscayne,Center,41.4.10,sach.pol,,,,
West Biscayne,Center,41.4.10,pter.aqu,,,,
West Biscayne,Center,41.4.10,rhus.cop,,,,
West Biscayne,Center,41.4.10,echi.umb,,,,
West Biscayne,Center,41.4.10,mori.roy,,,,
West Biscayne,Center,41.4.10,bide.alb,,,,
West Biscayne,Center,41.4.10,rhyn.flo,,,,
West Biscayne,Center,41.4.10,chro.odo,,,,
West Biscayne,Center,41.4.10,lant.dep,,,,
West Biscayne,Center,41.4.10,gali.ber,,,,
West Biscayne,Center,41.4.10,berl.sub,,,,
West Biscayne,Center,41.4.10,andr.glo,,,,
West Biscayne,Center,41.4.10,mela.par,,,,
West Biscayne,Center,41.4.10,phys.wal,,,,
West Biscayne,Center,41_100,andr.ter,,,,
West Biscayne,Center,41_100,quer.vir,,,,
West Biscayne,Center,41_100,anga.ber,,,,
West Biscayne,Center,41_100,eust.pet,,,,
West Biscayne,Center,41_100,sper.pro,,,,
West Biscayne,Center,41_100,ayen.eup,,,,
West Biscayne,Center,41_100,desm.lin,,,,
West Biscayne,Center,41_100,mico.bic,,,,
West Biscayne,Center,41_100,schi.gra,,,,
West Biscayne,Center,41_100,guet.sca,,,,
West Biscayne,Center,41_100,dich.ova,,,,
West Biscayne,Center,41_100,piri.cis,,,,
West Biscayne,Center,41_100,anem.adi,,,,
West Biscayne,Center,41_100,schi.ter,,,,
West Biscayne,Center,41_100,erag.ell,,,,
West Biscayne,Center,41_100,euph.pin,,,,
West Biscayne,Edge,31.1.1,sere.rep,25,,,
West Biscayne,Edge,31.1.1,koan.vil,20,,,
West Biscayne,Edge,31.1.1,fore.seg,1,,,
West Biscayne,Edge,31.1.1,bide.alb,1,,,
West Biscayne,Edge,31.1.1,euph.cya,1,,,
West Biscayne,Edge,31.1.1,mela.par,5,,,
West Biscayne,Edge,31.1.1,cham.nic,1,,,
West Biscayne,Edge,31.1.1,viti.rot,5,,,
West Biscayne,Edge,31.1.1,ayen.eup,1,,,
West Biscayne,Edge,31.1.1,zami.int,1,,,
West Biscayne,Edge,31.1.1,chap.alb,1,,,
West Biscayne,Edge,31.1.1,dich.ova,1,,,
West Biscayne,Edge,31.1.1,phyl.pen,1,,,
West Biscayne,Edge,31.1.1,emil.fos,1,,,
West Biscayne,Edge,31.1.1,liat.sp.,1,,,
West Biscayne,Edge,31.1.1,bric.mos,1,,,
West Biscayne,Edge,31.1.1,sisy.nas,1,,,
West Biscayne,Edge,31.1.1,pasp.cae,1,,,
West Biscayne,Edge,31.1.1,acal.cha,1,,,
West Biscayne,Edge,31.1.1,andr.sp.,1,,,
West Biscayne,Edge,31.1.1,dysc.ang,1,,,
West Biscayne,Edge,31.1.1,chio.pin,1,,,
West Biscayne,Edge,31.1.1,phys.wal,1,,,
West Biscayne,Edge,31.1.10,saba.pal,,,,
West Biscayne,Edge,31.1.10,chio.pin,,,,
West Biscayne,Edge,31.1.10,mico.bic,,,,
West Biscayne,Edge,31.1.10,trem.mic,,,,
West Biscayne,Edge,31.1.10,rhus.cop,,,,
West Biscayne,Edge,31.1.10,bacc.glo,,,,
West Biscayne,Edge,31.1.10,trag.sax,,,,
West Biscayne,Edge,31.1.10,lant.dep,,,,
West Biscayne,Edge,31.1.10,berl.sub,,,,
West Biscayne,Edge,31.1.10,cass.fil,,,,
West Biscayne,Edge,31.1.10,euph.pin,,,,
West Biscayne,Edge,31.1.10,sorg.sec,,,,
West Biscayne,Edge,31.1.10,schi.gra,,,,
West Biscayne,Edge,31.1.10,desm.lin,,,,
West Biscayne,Edge,31.1.10,mori.roy,,,,
West Biscayne,Edge,31.1.10,meto.tox,,,,
West Biscayne,Edge,31.1.10,chro.odo,,,,
West Biscayne,Edge,31.1.10,schi.san,,,,
West Biscayne,Edge,31.1.10,rhyn.ren,,,,
West Biscayne,Edge,31.1.10,pass.sub,,,,
West Biscayne,Edge,31.1.10,pter.aqu,,,,
West Biscayne,Edge,31.1.10,rhyn.flo,,,,
West Biscayne,Edge,31.1.10,cent.vir,,,,
West Biscayne,Edge,31.1.10,rhyn.par,,,,
West Biscayne,Edge,31.1.10,agal.fac,,,,
West Biscayne,Edge,31.1.10,rhyn.gra,,,,
West Biscayne,Edge,31.1.10,echi.umb,,,,
West Biscayne,Edge,31.4.1,jasm.dic,5,,,
West Biscayne,Edge,31.4.1,gali.ber,1,,,
West Biscayne,Edge,31.4.1,chio.pin,1,,,
West Biscayne,Edge,31.4.1,mela.par,1,,,
West Biscayne,Edge,31.4.1,mori.roy,5,,,
West Biscayne,Edge,31.4.1,acal.cha,1,,,
West Biscayne,Edge,31.4.1,rhus.cop,5,,,
West Biscayne,Edge,31.4.10,pinu.ell,,,,
West Biscayne,Edge,31.4.10,saba.pal,,,,
West Biscayne,Edge,31.4.10,soli.odo,,,,
West Biscayne,Edge,31.4.10,rand.acu,,,,
West Biscayne,Edge,31.4.10,viti.rot,,,,
West Biscayne,Edge,31.4.10,smil.aur,,,,
West Biscayne,Edge,31.4.10,rhyn.ren,,,,
West Biscayne,Edge,31.4.10,fore.seg,,,,
West Biscayne,Edge,31.4.10,bide.alb,,,,
West Biscayne,Edge,31.4.10,meto.tox,,,,
West Biscayne,Edge,31.4.10,mico.bic,,,,
West Biscayne,Edge,31.4.10,berl.sub,,,,
West Biscayne,Edge,31.4.10,desm.inc,,,,
West Biscayne,Edge,31.4.10,pass.sub,,,,
West Biscayne,Edge,31.4.10,sere.rep,,,,
West Biscayne,Edge,31.4.10,dich.aci,,,,
West Biscayne,Edge,31.4.10,koan.vil,,,,
West Biscayne,Edge,31.4.10,anem.adi,,,,
West Biscayne,Edge,31.4.10,cros.ili,,,,
West Biscayne,Edge,31.4.10,bric.mos,,,,
West Biscayne,Edge,31.4.10,chro.odo,,,,
West Biscayne,Edge,31_100,crot.pum,,,,
West Biscayne,Edge,31_100,soli.odo,,,,
West Biscayne,Edge,31_100,andr.glo,,,,
West Biscayne,Edge,31_100,dich.aci,,,,
West Biscayne,Edge,31_100,quer.vir,,,,
West Biscayne,Edge,31_100,smil.aur,,,,
West Biscayne,Edge,31_100,pent.lut,,,,
