block,site,code,genus,species,uncertain,%cover,ht >3m (x),remarks
14,S,32.2.1,Phyllanthus,tenellus,,<1,N,
14,S,32.2.1,Spermacoce,remota,,<1,,
14,S,32.2.1,Turbina,corymbosa,,<1,,
14,S,32.2.1,,,Grass,<1,,
14,S,32.2.1,,,Dicot,<1,,
14,S,32.2.1,,,Dicot,<1,,
14,S,32.2.10,Conocarpus,erectus,,,,
14,S,32.2.10,Passiflora,suberosa,,,,
14,S,32.2.10,Bursera,simaruba,,,,
14,S,32.2.10,Krugiodendron,ferrum,,,,
14,S,32.2.10,Chiococca,alba,,,,
14,S,32.2.10,Citharexylum,spinosum,,,,
14,S,32.2.10,Cyanthillium,cinereum,,,,
14,S,32.2.10,Passiflora,biflora,,,,
14,S,32.2.10,Paspalum,conjugatum,,,,
14,S,32.2.10,Priva,lappulacea,,,,
14,S,32.2.10,Salvia,occidentalis,,,,
14,S,32.2.10,Jasminum,fluminense,,,,
14,S,32.2.10,,,Lauraceae,,N,
14,S,32.2.10,,,Solanaceae,,N,
14,S,32.2.10,Emilia,sonchifolia,,,N,
14,S,32.2.10,Ficus,aurea,,,N,
14,S,32.2.10,Bidens,alba,,,N,
14,S,32.4.1,Pittosporum,pentandrum,,5,N,
14,S,32.4.1,Chromalaena,odorata,,2,N,
14,S,32.4.1,Passiflora,biflora,,1,N,
14,S,32.4.1,Bursera,simaruba,,1,N,
14,S,32.4.1,Jasminum,fluminense,,1,,
14,S,32.4.1,Passiflora,suberosa,,<1,,
14,S,32.4.1,Ruellia,blechum,,<1,,
14,S,32.4.1,Spermacoce,tetraquetra,,1,,
14,S,32.4.1,Prunus,myrtifolia,,1,,
14,S,32.4.10,Salvia,occidentalis,,,,
14,S,32.4.10,Turbina,corymbosa,,,,
14,S,32.4.10,Gymnanthes,lucida,,,,
14,S,32.4.10,Picramnia,pentandra,,,,
14,S,32.4.10,Zanthoxylum,fagara,,,,
14,S,32.4.10,Bidens,alba,,,,
14,S,32.4.10,Unknown ,Sapindaceae,,,,
14,S,32.4.10,Priva,lappulacea,,,,
14,S,32.4.10,Ficus,aurea,,,,
14,S,32.4.10,Cyanthillium,cinereum,,,,
14,S,32.4.10,Oxalis,corniculata,,,,
14,S,32.4.10,Spermacoce,remota,,,,
14,S,32.4.10,Acalypha,alopecuroidea,,,,
14,S,32.4.10,Euphorbia,graminea,,,,
14,S,32,Emilia,sonchifolia,,,,
14,S,32,Schinus,terebinthifolius,,,,
14,S,32,Cissus,verticillata,,,,
14,S,32,Vitex,glabrata,,,N,
14,S,32,Carica,papaya,,,N,
14,S,32,Momordica,charantia,,,N,
14,S,32,Chrysophyllum,oliviforme,,,N,
14,S,32,,,Dicot,,N,
14,S,40.1.1,Ruellia,blechum,,15,N,
14,S,40.1.1,Chromalaena,odorata,,5,N,
14,S,40.1.1,Jasminum,dichotomum,,<1,N,
14,S,40.1.1,Eremochloa,ophiuroides,,<1,N,
14,S,40.1.1,Cyanthillium,cinereum,,<1,N,
14,S,40.1.1,Passiflora,biflora,,<1,N,
14,S,40.1.1,Euphorbia,graminea,,<1,N,
14,S,40.1.1,Phyllanthus,amarus,,<1,N,
14,S,40.1.1,Ruellia,ciliatiflora,,<1,N,
14,S,40.1.1,Spermacoce,remota,,<1,N,
14,S,40.1.1,Phyllanthus,tenellus,,<1,N,
14,S,40.1.1,Sida,ulmifolia,,<1,N,
14,S,40.1.1,Oxalis,corniculata,,<1,,
14,S,40.1.1,Lysiloma,latisiliquum,,<1,,
14,S,40.1.1,Pilea,microphylla,,<1,,
14,S,40.1.1,,,Legume,<1,,
14,S,40.1.10,Paspalum,fimbriatum,,,,
14,S,40.1.10,Digitaria,ciliaris,,,,
14,S,40.1.10,Cyonodon,dactylon,,,,
14,S,40.1.10,Salvia,occidentalis,,,,
14,S,40.1.10,Chamaesyce,opthalmica,,,,
14,S,40.1.10,Emilia,sp,,,,
14,S,40.1.10,,,Grass,,,
14,S,40.1.10,Bidens,alba,,,,
14,S,40.1.10,Chiococca,alba,,,,
14,S,40.1.10,Indigofera,spicata,,,,
14,S,40.1.10,Spermococe,sp ,remota or verticilata,,,
14,S,40.1.10,Calocarpum ,viride,,,N,
14,S,40.1.10,Bothriochloa,pertusa,,,N,
14,S,40.1.10,Ipomoea,sp.,,,N,
14,S,40.1.10,Turbina,corymbosa,,,N,
14,S,40.1.10,Passiflora,suberosa,,,,
14,S,40.3.1,Jasminum,dichotomum,,15,,
14,S,40.3.1,Passiflora,biflora,,10,,
14,S,40.3.1,Euphorbia,graminea,,10,,
14,S,40.3.1,Ruellia,blechum,,5,,
14,S,40.3.10,Lysiloma,latisiliquum,,,,
14,S,40.3.10,Barleria,cristata,,,,
14,S,40.3.10,Chiococca,alba,,,,
14,S,40.3.10,Salvia,occidentalis,,,,
14,S,40.3.10,Chromalaena,odorata,,,,
14,S,40.3.10,Cis,cer,,,,
14,S,40.3.10,Bidens,alba,,,,
14,S,40.3.10,Cissus,verticillata,,,,
14,S,40.3.10,Sideroxylon,salicifolium,,,,
14,S,40.3.10,Krugiodendron,ferrum,,,,
14,S,40.3.10,Prunus,myrtifolia,,,,
14,S,40.3.10,Gymnanthes,lucida,,,,
14,S,40.3.10,Momordica,charantia,,,,
14,S,40,Zanthoxylum,fagara,,,,
14,S,40,Vitis,rotundifolia,,,,
14,S,40,Jasminum,fluminense,,,ï¿½,
14,S,40,Pittosporum,pentandrum,,,N,
14,S,40,Prunus,myrtifolia,,,N,
14,S,40,Chrysophyllum,oliviforme,,,,
14,S,40,Morinda,royoc,,,,
14,S,41.1.1,Jasminum,dichotomum,,20,,
14,S,41.1.1,Passiflora,biflora,,<1,,
14,S,41.1.1,Unknown ,Convolvilaceae,,<1,,
14,S,41.1.10,Lysiloma,latisiliquum,,,,
14,S,41.1.10,Picramnia,pentandra,,,,
14,S,41.1.10,,,Dicot,,,Marked with yellow flag
14,S,41.1.10,Cissus,verticillata,,,,
14,S,41.1.10,Prunus,myrtifolia,,,,
14,S,41.1.10,Erythrina,herbacea,,,N,
14,S,41.1.10,Momordica,charantia,,,N,
14,S,41.1.10,Chrysophyllum,oliviforme,,,N,
14,S,41.1.10,,,Palm,,N,
14,S,41.1.10,Vitis,rotundifolia,,,N,
14,S,41.4.1,Salvia,occidentalis,,4,N,
14,S,41.4.1,Ruellia,blechum,,2,N,
14,S,41.4.1,Ruellia,ciliatiflora,,1,N,
14,S,41.4.1,Paspalum,conjugatum,,1,N,
14,S,41.4.1,Bidens,alba,,1,N,
14,S,41.4.1,Passiflora,biflora,,<1,N,
14,S,41.4.1,Jasminum,dichotomum,,<1,N,
14,S,41.4.1,Chromalaena,odorata,,<1,N,
14,S,41.4.1,Spermacoce,remota,,<1,N,
14,S,41.4.1,Sida,ulmifolia,,<1,N,
14,S,41.4.1,Oxalis,corniculata,,<1,N,
14,S,41.4.1,Zanthoxylum,fagara,,<1,N,
14,S,41.4.1,Alysocarpus,vaginalis,,<1,N,
14,S,41.4.1,Krugiodendron,ferrum,,<1,N,
14,S,41.4.1,Lysiloma,latisiliquum,,<1,N,
14,S,41.4.1,,,Grass,<1,,
14,S,41.4.1,Jasminum,fluminense,,<1,,
14,S,41.4.1,,,Grass,<1,,
14,S,41.4.1,Nama,jamaicensis,,<1,,
14,S,41.4.1,Digitaria,ciliaris,,<1,,
14,S,41.4.10,Turbina,corymbosa,,,,
14,S,41.4.10,Cissus,verticillata,,,,
14,S,41.4.10,Lantana,camara,,,,
14,S,41.4.10,Priva,lappulacea,,,,
14,S,41.4.10,Emilia,sonchifolia,,,,
14,S,41.4.10,Euphorbia,graminea,,,,
14,S,41.4.10,Passiflora,suberosa,,,,
14,S,41,Carica,papaya,,,,
14,S,41,Sideroxylon,salicifolium,,,,
14,S,41,Chiococca,alba,,,,
14,S,41,Schinus,terebinthifolius,,,,
14,S,41,Pilea,microphylla,,,,
14,S,41,Cyanthillium,cinereum,,,,
14,S,41,Phyllanthus,tenellus,,,,
14,S,41,Youngia,japonica,,,,
14,S,41,Pittosporum,pentandrum,,,,
14,S,41,Bothriochloa,pertusa,,,,
14,S,41,Swietenia,mahogani,,,,
14,S,41,Melicoccus ,bijugatus,,,,
14,S,41,Richardia,grandiflora,,,,
14,S,41,Parthenium,hysterophorus,,,,
14,S,41,Calyptocarpus,vialis,,,,
14,S,41,Gymnanthes,lucida,,,,
14,S,41,Bursera,simaruba,,,,
14,S,41,Ficus,aurea,,,,
15,N,31.1.1,Oeceoclades,maculata,,1,,
15,N,31.1.1,Euphorbia,graminea,,<1,,
15,N,31.1.1,Parthenocissus,quinquefolia,,<1,,
15,N,31.1.1,Ruellia,ciliatiflora,,<1,,
15,N,31.1.1,,,Dicot,<1,,
15,N,31.1.10,Cissus,verticillata,,,,
15,N,31.1.10,,,Palm,,,
15,N,31.1.10,Pouteria,campechiana,,,,
15,N,31.1.10,Passiflora,biflora,,,,
15,N,31.4.1,Pouteria,campechiana,,50,,
15,N,31.4.1,Ficus,microcarpa,,10,,
15,N,31.4.1,Oeceoclades,maculata,,<1,,
15,N,31.4.10,Parthenocissus,quinquefolia,,,,
15,N,31.4.10,Cissus,verticillata,,,,
15,N,31.4.10,,,Palm,,,
15,N,31.4.10,Ruellia,blechum,,,,
15,N,31.4.10,Oxalis,debilis,,,,
15,N,31.4.10,Sida,ulmifolia,,,,
15,N,31.4.10,Digitaria,ciliaris,,,,
15,N,31.4.10,Phyllanthus,sp,,,,
15,N,31.4.10,Parietaria,sp,,,,
15,N,31.4.10,Argemone,mexicana,,,,
15,N,31.4.10,Euphorbia,heterophylla,,,,
15,N,31.4.10,Desmodium,triflorum,,,,
15,N,31.4.10,Indigofera,spicata,,,,
15,N,31.4.10,Acalypha,setosa,,,,
15,N,31.4.10,Calyptocarpus,vialis,,,,
15,N,31.4.10,Spermacoce,remota,,,,
15,N,31.4.10,Nama,jamaicensis,,,,
15,N,31.4.10,Jasminum,fluminense,,,,
15,N,31,Anagallis,arvensis,,,,
15,N,31,Ambrosia,artemisifolia,,,,
15,N,31,Oxalis,corniculata,,,,
15,N,31,Eleusine,indica,,,,
15,N,31,Medicago,lupulina,,,,
15,N,31,Plantago,virginica,,,,
15,N,31,Pilea,microphylla,,,,
15,N,31,Cyanthillium,cinereum,,,,
15,N,31,Salvia,occidentalis,,,,
15,N,31,Eragrostis,amabilis,,,,
15,N,31,Stenotaphrum,secundatum,,,,
15,N,31,,,UC,,,
15,N,31,Dichanthium,aristatum,,,,
15,N,31,Cyonodon,dactylon,,,,
15,N,31,,,Grass,,,
15,N,31,Commelina,diffusa,,,,
15,N,31,Emilia,sonchifolia,,,,
15,N,31,Momordica,charantia,,,,
15,N,31,Phoenix,reclinata,,,,
15,N,31,Jasminum,dichotomum,,,,
15,N,31,Schleffera,actinophylla,,,,
15,N,31,Euphorbia,cyathophora,,,,
15,N,31,Hybanthus,linearifolius,,,,
15,N,31,Psilotum,nudum,,,,
15,N,31,Passiflora,suberosa,,,,
15,N,31,,,Dicot,,,
15,N,31,Chamaesyce,hyperissifolia,,,,
15,N,31,Chromalaena,odorata,,,,
15,N,31,Sabal,sp,etonia or palmetto,,,
15,N,31,Drymaria,cordata,,,,
15,N,31,Paspalum,fimbriatum,,,,
15,N,32.2.1,Stenotaphrum,secundatum,,60,,
15,N,32.2.1,Sida,ulmifolia,,4,,
15,N,32.2.1,Salvia,occidentalis,,3,,
15,N,32.2.1,Calyptocarpus,vialis,,<1,,
15,N,32.2.1,Spermacoce,remota,,<1,,
15,N,32.2.1,Dichondra,micrantha,,<1,,
15,N,32.2.1,Indigofera,spicata,,<1,,
15,N,32.2.1,Cyperus,filiformis,,<1,,
15,N,32.2.1,Urochloa,sp,,<1,,
15,N,32.2.1,Bothriochloa,pertusa,,<1,,
15,N,32.2.1,Ruellia,ciliatiflora,,<1,,
15,N,32.2.1,Oxalis,corniculata,,<1,,
15,N,32.2.10,Alysicarpus,vaginalis,,,,
15,N,32.2.10,Digitaria,ciliaris,,,,
15,N,32.4.1,Spermacoce,remota,,<1,,
15,N,32.4.1,Ruellia,blechum,,<1,,
15,N,32.4.1,Sida,ulmifolia,,<1,,
15,N,32.4.1,Oxalis,corniculata,,4,,
15,N,32.4.1,Nama,jamaicensis,,<1,,
15,N,32.4.1,Eleusine,indica,,<1,,
15,N,32.4.1,Digitaria,ciliaris,,<1,,
15,N,32.4.1,Calyptocarpus,vialis,,3,,
15,N,32.4.1,Drymaria,cordata,,2,,
15,N,32.4.1,Ruellia,ciliatiflora,,<1,,
15,N,32.4.1,Stenotaphrum,secundatum,,<1,,
15,N,32.4.1,Lepidium,virginianum,,<1,,
15,N,32.4.1,Indigofera,spicata,,<1,,
15,N,32.4.1,Desmodium,triflorum,,<1,,
15,N,32.4.1,Cyperus,filiformis,,<1,,
15,N,32.4.1,Pilea,microphylla,,<1,,
15,N,32.4.1,Paspalum,conjugatum,,<1,,
15,N,32.4.10,Argemone,mexicana,,,,
15,N,32.4.10,Chamaesyce,sp,hirta or opthalmica,,,
15,N,32.4.10,Oxalis,debilis,,,,
15,N,32.4.10,Oxalis,corniculata,,,,
15,N,32.4.10,Acalypha,setosa,,,,
15,N,32.4.10,Pouteria,campechiana,,,,
15,N,32,Chamaesyce,opthalmica,,,,
15,N,32,Chamaesyce,hirta,,,,
15,N,32,Sporobolus,indicus,,,,
15,N,32,Parthenocissus,quinquefolia,,,,
15,N,32,,,Asteraceae,,,
15,N,32,Youngia,japonica,,,,
15,N,32,Macroptilium,lathyroides,,,,
15,N,32,,,Sapindaceae,,,
15,N,32,Passiflora,biflora,,,,
15,N,32,Litchi,chinensis,,,,
15,N,32,,,Jasminum dichotomum or Eugenia uniflora,,,
15,N,32,Oeceoclades,maculata,,,,
15,N,40.1.1,Ruellia,blechum,,15,,
15,N,40.1.1,Salvia,occidentalis,,4,,
15,N,40.1.1,Sida,ulmifolia,,3,,
15,N,40.1.1,Indigofera,spicata,,<1,,
15,N,40.1.1,Paspalum,notatum,,<1,,
15,N,40.1.1,Cyperus,filiformis,,<1,,
15,N,40.1.1,Oxalis,corniculata,,<1,,
15,N,40.1.1,Ruellia,ciliatiflora,,<1,,
15,N,40.1.1,Digitaria,ciliaris,,<1,,
15,N,40.1.1,Urochloa,sp,,<1,,
15,N,40.1.10,Cyonodon,dactylon,,,,
15,N,40.1.10,Cyanthillium,cinereum,,,,
15,N,40.1.10,Tridax,procumbens,,,,
15,N,40.1.10,Stenotaphrum,secundatum,,,,
15,N,40.1.10,,,Grass,,,
15,N,40.3.1,Sida,ulmifolia,,3,,
15,N,40.3.1,Desmodium,triflorum,,4,,
15,N,40.3.1,Ruellia,blechum,,3,,
15,N,40.3.1,Cyonodon,dactylon,,<1,,
15,N,40.3.1,Stenotaphrum,secundatum,,<1,,
15,N,40.3.1,Digitaria,ciliaris,,4,,
15,N,40.3.1,Indigofera,spicata,,2,,
15,N,40.3.1,Calyptocarpus,vialis,,<1,,
15,N,40.3.1,Cyanthillium,cinereum,,<1,,
15,N,40.3.1,Sporobolus,indicus,,<1,,
15,N,40.3.10,Eleusine,indica,,,,
15,N,40.3.10,Dichondra,micrantha,,,,
15,N,40.3.10,Euphorbia,graminea,,,,
15,N,40.3.10,Dichanthium,aristatum,,,,
15,N,40.3.10,Oxalis,corniculata,,,,
15,N,40,Pouteria,sapota,,,,
15,N,40,Oeceoclades,maculata,,,,
15,N,40,Jasminum,dichotomum,,,,
15,N,40,Sabal,sp,,,,
15,N,40,Euphorbia,sp,heterophylla or cyathophora,,,
15,N,40,Chamaesyce,hirta,,,,
15,N,40,Cyanthillium,cinereum,,,,
15,N,40,Salvia,occidentalis,,,,
15,N,40,Paspalum,conjugatum,,,,
15,N,40,Spermacoce,remota,,,,
15,N,40,Parietaria,praetermissa,,,,
15,N,40,Pilea,microphylla,,,,
15,N,40,Argemone,mexicana,,,,
15,N,40,Spermacoce,remota,,,,
15,N,40,Acalypha,setosa,,,,
15,N,40,Youngia,japonica,,,,
15,N,40,Euphorbia,heterophylla,,,,
15,N,40,Nama,jamaicensis,,,,
15,N,40,Lepidium,virginianum,,,,
15,N,40,Cyperus,filiformis,,,,
15,N,40,Erechites,hieracifolius,,,,
15,N,41.1.1,Pouteria,campechiana,,<1,,
15,N,41.1.1,Ruellia,blechum,,2,,
15,N,41.1.1,Ruellia,ciliatiflora,,<1,,
15,N,41.1.1,Desmodium,triflorum,,1,,
15,N,41.1.1,Salvia,occidentalis,,2,,
15,N,41.1.1,Parietaria,praetermissa,,<1,,
15,N,41.1.1,Calyptocarpus,vialis,,<1,,
15,N,41.1.1,Pilea,microphylla,,<1,,
15,N,41.1.1,Sida,ulmifolia,,<1,,
15,N,41.1.10,Stenotaphrum,secundatum,,,,
15,N,41.1.10,Cyanthillium,cinereum,,,,
15,N,41.1.10,Cyperus,filiformis,,,,
15,N,41.1.10,Oxalis,debilis,,,,
15,N,41.1.10,Nama,jamaicensis,,,,
15,N,41.1.10,Euphorbia,graminea,,,,
15,N,41.1.10,Oxalis,latifolia,,,,
15,N,41.1.10,Indigofera,spicata,,,,
15,N,41.1.10,,,Myrtaceae,,,
15,N,41.1.10,Acalypha,setosa,,,,
15,N,41.1.10,Cissus,verticillata,,,,
15,N,41.1.10,Argemone,mexicana,,,,
15,N,41.1.10,Oxalis,corniculata,,,,
15,N,41.1.10,Spermacoce,remota,,,,
15,N,41.1.10,Commelina,sp,erecta or diffusa,,,
15,N,41.4.1,Sida,ulmifolia,,1,,
15,N,41.4.1,Salvia,occidentalis,,5,,
15,N,41.4.1,Ruellia,blechum,,1,,
15,N,41.4.1,Cyonodon,dactylon,,1,,
15,N,41.4.1,Indigofera,spicata,,<1,,
15,N,41.4.1,Commelina,sp,,<1,,
15,N,41.4.1,Stenotaphrum,secundatum,,2,,
15,N,41.4.1,Calyptocarpus,vialis,,2,,
15,N,41.4.1,Oxalis,debilis,,<1,,
15,N,41.4.1,Urochloa,sp,,<1,,
15,N,41.4.1,Cyperus,filiformis,,<1,,
15,N,41.4.1,Jasminum,sp,,<1,,
15,N,41.4.10,Oxalis,corniculata,,,,
15,N,41.4.10,Digitaria,ciliaris,,,,
15,N,41.4.10,Desmodium,incanum,,,,
15,N,41,Drymaria,cordata,,,,
15,N,41,Spermacoce,remota,,,,
15,N,41,Lepidium,virginianum,,,,
15,N,41,Dichondra,micrantha,,,,
15,N,41,,,Dicot,,,
15,N,41,Oeceoclades,maculata,,,,
15,N,41,,,,,,
15,N,41,Euphorbia,sp,,,,
15,N,41,Paspalum,conjugatum,,,,
15,N,41,,,Sedge,,,
15,S,31.1.1,Stenotaphrum,secundatum,,20,,
15,S,31.1.1,Paspalum,notatum,,60,,
15,S,31.1.1,Calyptocarpus,vialis,,1,,
15,S,31.1.1,Sporobolus,indicus,,<1,,
15,S,31.1.1,Cyperus,rotundus,,<1,,
15,S,31.1.1,Digitaria,ciliaris,,<1,,
15,S,31.1.1,Indigofera,spicata,,<1,,
15,S,31.1.1,Cyperus,croceus,,<1,,
15,S,31.1.10,Eleusine,indica,,,,
15,S,31.1.10,Sida,ulmifolia,,,,
15,S,31.1.10,Oxalis,corniculata,,,,
15,S,31.1.10,Ruellia,blechum,,,,
15,S,31.1.10,Chamaesyce,opthalmica,,,,
15,S,31.1.10,Chamaesyce,prostrata,,,,
15,S,31.4.1,Dimocarpus,longan,,,,
15,S,31.4.1,Solanum ,americanum,,,,
15,S,31.4.1,Eupatorium,cyatophora,,,,
15,S,31.4.10,,,Palm,,,
15,S,31.4.10,Euphorbia,graminea,,,,
15,S,31.4.10,Digitaria,ciliaris,,,,
15,S,31,Eupatorium,cyatophora,,,,
15,S,31,Spermacoce,verticillata,,,,
15,S,31,,,,,,
15,S,31,Dichanthium,aritatum,,,,
15,S,31,Spermacoce,remota,,,,
15,S,31,Bothriochloa,pertusa,,,,
15,S,31,Desmodium,incanum,,,,
15,S,31,Solanum,americanum,,,,
15,S,31,Ruellia,ciliatiflora,,,,
15,S,31,Medicago,lupulina,,,,
15,S,31,Parthenium,hysterophorus,,,,
15,S,31,Chamaesyce,hirta,,,,
15,S,31,Desmodium,triflorum,,,,
15,S,32.2.1,Paspalum,notatum,,40,,
15,S,32.2.1,Stenotaphrum,secundatum,,30,,
15,S,32.2.1,Indigofera,spicata,,1,,
15,S,32.2.1,Medicago,lupulina,,<1,,
15,S,32.2.1,Desmodium,triflorum,,<1,,
15,S,32.2.1,Phylla,nodiflora,,,,
15,S,32.2.1,Ruellia,blechum,,,,
15,S,32.2.1,Digitaria,ciliaris,,,,
15,S,32.2.10,Dichanthium,aritatum,,,,
15,S,32.2.10,Eleusine,indica,,,,
15,S,32.2.10,Cyperus,rotundus,,,,
15,S,32.2.10,Sporobolus,indicus,,,,
15,S,32.2.10,Cyonodon,dactylon,,,,
15,S,32.2.10,Oxalis,corniculata,,,,
15,S,32.2.10,Ruellia,ciliatiflora,,,,
15,S,32.2.10,Spermacoce,remota,,,,
15,S,32.2.10,Chamaesyce,sp,hirta or ophtalmica,,,
15,S,32.2.10,,,Grass,,,
15,S,32.2.10,Chamaesyce,opthalmica,,,,
15,S,32.4.1,,,,,,
15,S,32.4.10,Litchi,chinensis,,,,
15,S,32.4.10,Oeceoclades,maculata,,,,
15,S,32.4.10,Jasminum,fluminense,,,,
15,S,32.4.10,Eupatorium,cyatophora,,,,
15,S,32,Syzygium,cumini,,,,
15,S,32,Cyonodon,dactylon,,,>3m,root + leaves
15,S,32,Desmodium,incanum,,,>3m,root only
15,S,32,Eugenia,sp,,,,
15,S,32,Parthenium,hysterophorus,,,,
15,S,32,Chamaesyce,opthalmica,,,,
15,S,40.1.1,Litchi,chinensis,,80,,
15,S,40.1.1,Syzygium,cumili,,30,,
15,S,40.1.1,Jasminum,dichotomum,,<1,,
15,S,40.1.10,Cyonodon,dactylon,,,,
15,S,40.1.10,Dimocarpus,longan,,,,
15,S,40.1.10,Schleffera,actinophylla,,,,
15,S,40.1.10,Cissus,verticillata,,,,
15,S,40.3.1,Sida,ulmifolia,,1,,
15,S,40.3.1,Calyptocarpus,vialis,,<1,,
15,S,40.3.1,Indigofera,spicata,,1,,
15,S,40.3.1,Ruellia,blechum,,<1,,
15,S,40.3.1,Digitaria,ciliaris,,<1,,
15,S,40.3.1,Paspalum,notatum,,<1,,
15,S,40.3.1,Cyanthillium,cinereum,,<1,,
15,S,40.3.1,,,Bermuda or Zoy sp.,80,,
15,S,40.3.1,Drymaria,cordata,,<1,,
15,S,40.3.10,Oxalis,corniculata,,,,
15,S,40.3.10,Desmodium,triflorum,,,,
15,S,40.3.10,Commelina,diffusa,,,,
15,S,40.3.10,Spermacoce,remota,,,,
15,S,40.3.10,Youngia,japonica,,,,
15,S,40.3.10,Ruellia,ciliatiflora,,,,
15,S,40.3.10,Stenotaphrum,secundatum,,,,
15,S,40.3.10,Cyperus,sp,,,,
15,S,40,Oxalis,debilis,,,,
15,S,40,Euphorbia,graminea,,,,
15,S,40,,,Palm,,,
15,S,40,Oeceoclades,maculata,,,,
15,S,40,Parietaria,praetermissa,,,,
15,S,40,Argemone,mexicana,,,,
15,S,40,Phyllanthus,tenellus,,,,
15,S,40,Oxalis,latifolia,,,,
15,S,40,Paspalum,caespitosum,,,,
15,S,40,Salvia,occidentalis,,,,
15,S,40,Bidens,alba,,,,
15,S,40,Setaria,rariflora,,,,
15,S,41.1.1,Ipomoea,sp,,1,,
15,S,41.1.10,Oeceoclades,maculata,,,,
15,S,41.1.10,Sida,ulmifolia,,,,
15,S,41.1.10,Parietaria,praetermissa,,,,
15,S,41.1.10,Argemone,mexicana,,,,
15,S,41.1.10,Oxalis,corniculata,,,,
15,S,41.1.10,Parthenocissus,quinquefolia,,,,
15,S,41.1.10,Oxalis,debilis,,,,
15,S,41.1.10,Dimocarpus,longan,,,,
15,S,41.1.10,Ruellia,blechum,,,,
15,S,41.1.10,Ruellia,ciliatiflora,,,,
15,S,41.1.10,Youngia,japonica,,,,
15,S,41.1.10,Digitaria,ciliaris,,,,
15,S,41.1.10,Spermacoce,remota,,,,
15,S,41.1.10,Eupatorium,cyatophora,,,,
15,S,41.1.10,,,Sapindaceae,,,
15,S,41.4.1,Oeceoclades,maculata,,<1,,
15,S,41.4.10,Ruellia,blechum,,,,
15,S,41.4.10,Calyptocarpus,vialis,,,,
15,S,41.4.10,Ruellia,ciliatiflora,,,,
15,S,41.4.10,Oxalis,debilis,,,,
15,S,41.4.10,,,Dicot,,,
15,S,41,Calyptocarpus,vialis,,,,
15,S,41,Cyanthillium,cinereum,,,,
15,S,41,Oxalis,corniculata,,,,
15,S,41,Setaria,sp,,,,
15,S,41,Drymaria,cordata,,,,
15,S,41,Litchi,chinensis,,,,
15,S,41,Cyperus,filiformis,,,,
15,S,41,Jasminum,fluminense,,,,
